0,3.659017,3.674,3.689038,3.707017,3.727028,3.752015,3.77903,3.812026,3.843036,3.866018,3.889017,3.910021,3.930001,3.952005,3.974,3.998034,4.025001,3.739033,3.754011,3.770037,3.787013,3.806001,3.827036,3.85102,3.875009,3.90004,3.926035,3.951024,3.974023,3.997011,4.019032,4.042023,4.06603,4.092013
2,3.645541,3.660562,3.675559,3.693499,3.713386,3.73821,3.765225,3.798466,3.829517,3.852662,3.87554,3.896789,3.916563,3.938647,3.960524,3.984433,4.011402,3.673439,3.687764,3.704035,3.721174,3.740366,3.761565,3.785675,3.809947,3.834814,3.860768,3.885634,3.908021,3.930723,3.952212,3.974835,3.998393,4.023968
4,3.64493,3.659826,3.674905,3.692764,3.712691,3.737517,3.764363,3.797649,3.828945,3.852048,3.875051,3.896177,3.91607,3.938033,3.959912,3.98382,4.010789,3.670335,3.684742,3.701094,3.718393,3.737589,3.759031,3.783061,3.807292,3.832279,3.858239,3.8829,3.905244,3.927699,3.949026,3.97132,3.994797,4.020251
6,3.644481,3.659335,3.674293,3.692231,3.712036,3.736944,3.763751,3.79724,3.828535,3.851638,3.874723,3.895771,3.915539,3.937582,3.959503,3.983411,4.010379,3.668129,3.682496,3.69897,3.716391,3.73571,3.75707,3.781223,3.805494,3.830442,3.85632,3.881062,3.903202,3.925413,3.946576,3.968869,3.992181,4.017593
8,3.644078,3.658965,3.673884,3.691741,3.711545,3.736373,3.76334,3.796628,3.828127,3.851226,3.874315,3.895362,3.915132,3.937214,3.959094,3.983003,4.009929,3.666167,3.680741,3.697338,3.714839,3.73416,3.75552,3.779631,3.803899,3.829011,3.854849,3.879348,3.901488,3.923782,3.944738,3.966867,3.990138,4.015428
10,3.643712,3.658601,3.673477,3.691293,3.711219,3.735964,3.762932,3.796341,3.827718,3.85102,3.87403,3.894991,3.914927,3.93685,3.958686,3.982677,4.009559,3.664658,3.679107,3.695787,3.713366,3.732773,3.754134,3.778324,3.802675,3.827785,3.853502,3.878082,3.900061,3.922106,3.943146,3.965152,3.988381,4.013591
12,3.64347,3.658397,3.673193,3.691046,3.710811,3.735556,3.762524,3.796015,3.827475,3.850691,3.873706,3.894749,3.914639,3.936606,3.958482,3.982392,4.00915,3.663145,3.677676,3.694399,3.711977,3.731509,3.753032,3.777141,3.801573,3.826561,3.852481,3.87694,3.898877,3.920801,3.941636,3.963601,3.986748,4.012
14,3.643104,3.657987,3.672866,3.690638,3.710444,3.735147,3.762116,3.79565,3.827106,3.850402,3.873502,3.894545,3.914313,3.936359,3.958073,3.982149,4.008945,3.661838,3.676452,3.693214,3.710832,3.730406,3.751807,3.776119,3.80047,3.825582,3.8515,3.875839,3.897735,3.919617,3.940413,3.962294,3.985276,4.010449
16,3.6429,3.65774,3.672664,3.690312,3.710035,3.734942,3.761708,3.795405,3.826902,3.850198,3.873299,3.894341,3.914109,3.936112,3.95787,3.981864,4.008699,3.660572,3.675228,3.69203,3.709688,3.729303,3.750787,3.775098,3.79957,3.824682,3.85056,3.874899,3.896755,3.918511,3.939231,3.961029,3.983927,4.009062
18,3.642696,3.657412,3.672297,3.690024,3.709751,3.734531,3.761381,3.794999,3.826695,3.849994,3.873011,3.894138,3.913905,3.935823,3.957665,3.981576,4.008373,3.659506,3.674003,3.690887,3.708667,3.728324,3.74993,3.774156,3.798713,3.823823,3.849661,3.874079,3.895813,3.917533,3.938169,3.959886,3.982784,4.007835
20,3.642491,3.657166,3.672053,3.689656,3.709425,3.734245,3.761093,3.794796,3.826492,3.849663,3.87285,3.893931,3.9137,3.935617,3.957456,3.98137,4.008128,3.658484,3.672983,3.689826,3.707687,3.727507,3.749033,3.77338,3.797896,3.823048,3.848842,3.873301,3.894997,3.916596,3.937149,3.958825,3.981681,4.006609
22,3.642287,3.656961,3.671849,3.689409,3.709178,3.733919,3.760727,3.794593,3.826289,3.849582,3.872688,3.893728,3.913499,3.935493,3.957253,3.981162,4.007924,3.657503,3.671959,3.688887,3.706871,3.726609,3.748134,3.772565,3.79712,3.822354,3.848148,3.872566,3.894224,3.915696,3.936337,3.957805,3.980496,4.005589
24,3.642084,3.656754,3.671646,3.689204,3.708809,3.733715,3.760484,3.794307,3.826083,3.849378,3.872484,3.893522,3.913298,3.935209,3.957047,3.980956,4.007722,3.656441,3.670938,3.687908,3.705932,3.725711,3.747401,3.771831,3.796341,3.82166,3.847573,3.87175,3.89345,3.914879,3.935356,3.956827,3.979638,4.004567
26,3.641878,3.656549,3.671441,3.689001,3.708646,3.73343,3.76028,3.793981,3.825878,3.849177,3.872279,3.893355,3.913095,3.934966,3.956843,3.980751,4.007521,3.655624,3.67008,3.68701,3.705154,3.724975,3.746707,3.771056,3.795725,3.820884,3.846881,3.871136,3.892795,3.914184,3.934539,3.956009,3.978695,4.003546
28,3.641674,3.656345,3.671196,3.688797,3.708399,3.733102,3.760075,3.793817,3.825672,3.848973,3.872076,3.893191,3.913097,3.934842,3.956638,3.980505,4.007317,3.654849,3.669181,3.686114,3.704378,3.724237,3.745972,3.7704,3.795154,3.820393,3.846187,3.870521,3.892143,3.913448,3.933804,3.955152,3.977835,4.002689
30,3.641469,3.65614,3.671031,3.688592,3.708193,3.732898,3.75979,3.793613,3.825467,3.848769,3.872033,3.893106,3.912893,3.934759,3.956476,3.980341,4.007112,3.654032,3.668323,3.685378,3.703562,3.7235,3.745276,3.769787,3.794501,3.819821,3.845696,3.869953,3.89141,3.912835,3.933071,3.954374,3.976895,4.001831
32,3.641345,3.655934,3.670827,3.688388,3.70799,3.732695,3.759547,3.793368,3.825303,3.848771,3.871867,3.892901,3.912689,3.934558,3.956394,3.980136,4.006909,3.653215,3.667669,3.684602,3.702786,3.722807,3.744667,3.769215,3.793888,3.819208,3.845164,3.869464,3.89096,3.912139,3.932459,3.953557,3.976198,4.000933
34,3.641141,3.655731,3.670623,3.688182,3.707788,3.732491,3.759342,3.793164,3.825221,3.848568,3.871662,3.892698,3.912567,3.934353,3.956229,3.979932,4.006829,3.652562,3.666852,3.683787,3.702095,3.722112,3.744055,3.768561,3.793481,3.8188,3.844671,3.868892,3.890429,3.911526,3.931643,3.952906,3.975382,4.000075
36,3.64106,3.655691,3.670417,3.687978,3.707585,3.732288,3.759057,3.793085,3.825058,3.848406,3.871457,3.892698,3.912483,3.934149,3.956027,3.979769,4.006627,3.65195,3.666118,3.683011,3.701442,3.721499,3.743442,3.76799,3.792908,3.818309,3.844141,3.868485,3.889937,3.910994,3.93103,3.952212,3.974648,3.999342
38,3.640855,3.655525,3.670214,3.687773,3.707382,3.732082,3.758855,3.792842,3.824851,3.848365,3.871458,3.892494,3.912278,3.93415,3.955823,3.979727,4.006505,3.651337,3.665423,3.682355,3.70075,3.720967,3.742909,3.76754,3.792461,3.817779,3.843734,3.868035,3.889366,3.910465,3.930499,3.951517,3.973952,3.998646
40,3.640649,3.65532,3.670009,3.687609,3.707177,3.731839,3.758652,3.792759,3.824648,3.848163,3.871375,3.89233,3.912114,3.933944,3.955824,3.979522,4.006303,3.650683,3.664811,3.681701,3.70014,3.720353,3.742335,3.76705,3.79193,3.817371,3.843327,3.867545,3.888916,3.909976,3.92997,3.950945,3.973257,3.998034
42,3.640607,3.655116,3.669805,3.68757,3.707053,3.731675,3.758447,3.792554,3.824647,3.848164,3.871212,3.892286,3.911992,3.93382,3.95562,3.979399,4.006223,3.650113,3.664199,3.681048,3.699445,3.719739,3.741805,3.766602,3.79148,3.816962,3.842919,3.867217,3.888507,3.909444,3.9294,3.950372,3.972726,3.997257
44,3.640441,3.655117,3.669764,3.687365,3.706971,3.731471,3.758242,3.79235,3.824445,3.847959,3.871047,3.892082,3.911869,3.93374,3.955459,3.979316,4.006101,3.649539,3.663586,3.680353,3.698916,3.719168,3.741398,3.766112,3.79103,3.816512,3.842513,3.866686,3.888019,3.908954,3.928992,3.949882,3.972114,3.996607
46,3.640238,3.654916,3.669598,3.687162,3.706768,3.731268,3.758038,3.792143,3.824364,3.847917,3.871048,3.892081,3.911706,3.933657,3.955336,3.979111,4.005897,3.649087,3.662973,3.679742,3.698303,3.71872,3.740825,3.765704,3.790619,3.816147,3.842188,3.866401,3.887692,3.908549,3.92838,3.949271,3.971503,3.996075
48,3.640238,3.654795,3.669435,3.686959,3.706561,3.731106,3.757834,3.791978,3.824244,3.847756,3.870845,3.891875,3.911624,3.933535,3.955215,3.979112,4.005694,3.648558,3.662361,3.679129,3.697694,3.718107,3.740378,3.765298,3.790208,3.81578,3.841904,3.866033,3.887283,3.908142,3.927973,3.948821,3.970892,3.995547
50,3.640033,3.654713,3.669312,3.686752,3.706358,3.731064,3.757714,3.791938,3.824038,3.847758,3.870801,3.891834,3.911461,3.933333,3.955013,3.978908,4.005653,3.648069,3.661952,3.678518,3.697204,3.717699,3.73997,3.764851,3.790003,3.815532,3.841498,3.865626,3.886876,3.907733,3.927524,3.948248,3.970401,3.994977
52,3.64003,3.65455,3.669189,3.686674,3.706194,3.730859,3.757633,3.791734,3.824037,3.847556,3.870637,3.89167,3.91146,3.933336,3.955013,3.978705,4.005491,3.64758,3.661423,3.678029,3.696674,3.717168,3.739562,3.764443,3.789595,3.815125,3.841173,3.865217,3.886673,3.907365,3.927156,3.947839,3.969871,3.994405
54,3.639869,3.65451,3.669024,3.686552,3.706031,3.730654,3.757429,3.791529,3.823873,3.847557,3.870637,3.891671,3.911255,3.933131,3.954811,3.978705,4.005408,3.647212,3.660932,3.677499,3.696062,3.716677,3.739031,3.764075,3.789188,3.814717,3.840888,3.865013,3.886267,3.907118,3.926749,3.947349,3.969463,3.993958
56,3.639826,3.654306,3.668983,3.686348,3.705951,3.73045,3.757225,3.791409,3.823792,3.847393,3.870515,3.891468,3.911252,3.933131,3.954687,3.978544,4.005284,3.646681,3.660524,3.676886,3.695615,3.716227,3.738582,3.763666,3.788819,3.814513,3.840685,3.864606,3.885863,3.906709,3.926342,3.946941,3.969016,3.993345
58,3.639623,3.654304,3.668821,3.686349,3.705747,3.730245,3.757104,3.791327,3.823628,3.847352,3.870432,3.891468,3.911092,3.932927,3.954605,3.978503,4.005082,3.646394,3.660117,3.676478,3.695044,3.71578,3.738134,3.763259,3.788531,3.814146,3.840276,3.864404,3.885658,3.90634,3.925935,3.946532,3.968529,3.992939
60,3.639624,3.654098,3.668781,3.686145,3.705748,3.730204,3.757023,3.791124,3.823629,3.847272,3.87043,3.891349,3.911052,3.932927,3.954521,3.9783,4.005084,3.646023,3.659586,3.675989,3.694636,3.71537,3.737808,3.763056,3.788164,3.813903,3.84007,3.864199,3.88525,3.906093,3.925525,3.946207,3.968162,3.992532
62,3.63946,3.653895,3.668618,3.686021,3.705542,3.730042,3.75682,3.791002,3.823425,3.847149,3.870267,3.891266,3.911053,3.932721,3.954401,3.978301,4.00488,3.645611,3.659137,3.675458,3.694188,3.71488,3.73748,3.762647,3.787919,3.813659,3.839745,3.863911,3.885047,3.905686,3.9252,3.945799,3.967634,3.992123
64,3.639418,3.653894,3.668576,3.685941,3.705458,3.729919,3.756617,3.790918,3.823429,3.847148,3.870224,3.891265,3.910852,3.932721,3.954319,3.978096,4.004878,3.645203,3.658891,3.675047,3.693616,3.714513,3.737113,3.762321,3.78755,3.813374,3.839462,3.863667,3.884802,3.905403,3.924915,3.945391,3.967227,3.991675
66,3.639335,3.653895,3.668416,3.685777,3.705335,3.729837,3.756618,3.790796,3.823389,3.846944,3.870181,3.89106,3.910856,3.93264,3.954197,3.978054,4.004672,3.644875,3.658443,3.674639,3.693209,3.714063,3.736706,3.762034,3.787303,3.81309,3.839298,3.86338,3.884558,3.905158,3.924548,3.944982,3.966817,3.991309
68,3.639213,3.653692,3.668373,3.685735,3.705129,3.729634,3.756412,3.790715,3.823229,3.846946,3.870015,3.89106,3.910813,3.932517,3.954157,3.977934,4.004671,3.644589,3.658076,3.67423,3.6928,3.713614,3.736381,3.761624,3.787017,3.812886,3.839053,3.863175,3.884232,3.904869,3.924306,3.94478,3.966531,3.990779
70,3.639212,3.653693,3.668209,3.685574,3.70513,3.729633,3.756411,3.790511,3.823228,3.846944,3.870015,3.891062,3.91065,3.932396,3.953995,3.977891,4.004466,3.644181,3.657709,3.6737,3.69231,3.713207,3.736096,3.761298,3.786732,3.812681,3.838848,3.862972,3.88403,3.904661,3.924102,3.944371,3.966206,3.990493
72,3.639048,3.65353,3.66817,3.685532,3.704927,3.729428,3.756207,3.790513,3.823021,3.846784,3.870015,3.890979,3.910652,3.932355,3.953995,3.977688,4.004464,3.643976,3.6573,3.67321,3.691943,3.712841,3.735686,3.761014,3.786526,3.812477,3.838646,3.862769,3.883828,3.904419,3.923694,3.944168,3.965798,3.990087
74,3.639006,3.653486,3.668088,3.685328,3.704929,3.729345,3.756005,3.79035,3.823021,3.846744,3.86981,3.890855,3.910447,3.932313,3.953832,3.977689,4.004301,3.64357,3.656973,3.673006,3.691412,3.712434,3.735398,3.760727,3.786323,3.812271,3.838441,3.862563,3.883622,3.904213,3.92349,3.943759,3.965595,3.989881
76,3.638965,3.653281,3.667967,3.685326,3.704725,3.729222,3.756002,3.790309,3.823022,3.846745,3.869808,3.890856,3.91049,3.932233,3.953792,3.977527,4.004259,3.643367,3.656689,3.672597,3.690961,3.712187,3.735073,3.760439,3.785957,3.812066,3.838237,3.862317,3.883419,3.903842,3.923285,3.943554,3.965186,3.989393
78,3.638844,3.653281,3.667965,3.685203,3.704726,3.729017,3.755798,3.790146,3.822817,3.84654,3.869768,3.890733,3.910449,3.932112,3.953793,3.977487,4.004214,3.643161,3.656443,3.672188,3.690674,3.711779,3.734663,3.760193,3.785712,3.811862,3.838073,3.862157,3.883214,3.903637,3.922957,3.943348,3.964981,3.989064
80,3.638804,3.653199,3.667801,3.685121,3.704522,3.729016,3.755799,3.790105,3.822818,3.846542,3.869606,3.890653,3.910245,3.93211,3.953589,3.977366,4.004051,3.642877,3.656076,3.671982,3.690225,3.71137,3.734458,3.759989,3.785508,3.811658,3.837866,3.861954,3.883008,3.903436,3.922752,3.94294,3.964572,3.988738
82,3.638804,3.653078,3.667761,3.685119,3.704523,3.728813,3.755594,3.790025,3.822817,3.846541,3.869606,3.890656,3.910247,3.931946,3.953589,3.977286,4.004011,3.642548,3.655828,3.671571,3.689816,3.711083,3.734049,3.759702,3.785302,3.811455,3.837619,3.861752,3.882802,3.903235,3.922466,3.942736,3.964366,3.988454
84,3.63872,3.653079,3.667721,3.684915,3.704359,3.728692,3.755593,3.789904,3.822611,3.846377,3.869606,3.890616,3.910248,3.931905,3.953547,3.977244,4.003847,3.642345,3.655624,3.671163,3.689448,3.710755,3.733762,3.759376,3.785099,3.811252,3.837538,3.861587,3.882593,3.903032,3.922261,3.942531,3.963998,3.988251
86,3.638601,3.653038,3.667558,3.684916,3.704316,3.728607,3.755387,3.789904,3.822611,3.846336,3.869444,3.890535,3.910168,3.931906,3.953385,3.97708,4.00385,3.642141,3.655337,3.670959,3.689119,3.710347,3.733433,3.759173,3.784897,3.811048,3.837374,3.861383,3.882387,3.902826,3.922057,3.942245,3.963751,3.987843
88,3.638601,3.652876,3.667557,3.684792,3.704193,3.728609,3.755265,3.7897,3.822611,3.846336,3.869443,3.890453,3.910046,3.931745,3.953387,3.97708,4.003644,3.641938,3.655092,3.67055,3.688711,3.70994,3.733228,3.758969,3.784651,3.810845,3.837169,3.861341,3.882226,3.902624,3.921854,3.941959,3.963544,3.987639
90,3.638559,3.652879,3.667393,3.68471,3.704114,3.728405,3.755183,3.789699,3.822527,3.846333,3.869402,3.890453,3.910044,3.931706,3.953387,3.976875,4.003642,3.641738,3.654806,3.670223,3.688425,3.709533,3.732859,3.75856,3.784486,3.810638,3.837006,3.861138,3.882144,3.902464,3.921651,3.941714,3.963178,3.987353
92,3.638396,3.652879,3.667353,3.684711,3.704114,3.728363,3.755098,3.789535,3.822406,3.846171,3.869362,3.890413,3.910001,3.931707,3.953182,3.976874,4.00356,3.641538,3.654603,3.669935,3.688097,3.709246,3.732614,3.758356,3.784198,3.810558,3.836801,3.860934,3.881983,3.90234,3.921448,3.941508,3.962931,3.987027
94,3.638395,3.652674,3.667351,3.684509,3.703909,3.728198,3.754975,3.789494,3.822405,3.84613,3.869324,3.890249,3.909878,3.931546,3.953182,3.976874,4.003438,3.641252,3.654398,3.66969,3.687688,3.708921,3.732288,3.758153,3.784034,3.810353,3.836677,3.860852,3.881778,3.902175,3.921244,3.941301,3.962727,3.986823
96,3.638394,3.652673,3.667146,3.684509,3.70391,3.728195,3.754853,3.789491,3.822322,3.846129,3.869205,3.890248,3.909836,3.931505,3.953182,3.97667,4.003438,3.641133,3.654192,3.669444,3.687443,3.708594,3.731999,3.757949,3.783872,3.810231,3.836594,3.860729,3.881615,3.902013,3.92104,3.941098,3.962525,3.986617
98,3.638353,3.652673,3.667106,3.68451,3.703707,3.727991,3.75477,3.789287,3.822282,3.84613,3.869205,3.890248,3.909838,3.931505,3.953017,3.976669,4.003357,3.640847,3.653988,3.669118,3.687076,3.708307,3.731794,3.757745,3.783668,3.810027,3.836388,3.860527,3.881574,3.901808,3.92096,3.940892,3.962321,3.986412
100,3.63819,3.652549,3.667146,3.684304,3.703707,3.727993,3.754689,3.789289,3.8222,3.846047,3.869205,3.890207,3.909838,3.931465,3.952977,3.976669,4.003236,3.640685,3.653784,3.668912,3.686666,3.70798,3.731548,3.757539,3.783465,3.809823,3.836386,3.860404,3.881369,3.901606,3.920672,3.940689,3.962119,3.98621
102,3.638189,3.652467,3.666981,3.684305,3.703666,3.727912,3.754567,3.789246,3.8222,3.845924,3.869202,3.890129,3.909673,3.931302,3.952977,3.976627,4.003236,3.640521,3.653582,3.668708,3.686463,3.707693,3.731182,3.757334,3.783262,3.809824,3.836179,3.860323,3.881203,3.901441,3.920631,3.940484,3.961913,3.986006
104,3.638191,3.652468,3.666937,3.684222,3.703501,3.727791,3.754486,3.789125,3.822201,3.845924,3.869164,3.890049,3.909631,3.931303,3.952894,3.976463,4.003196,3.640316,3.653377,3.668502,3.686056,3.707488,3.730977,3.75713,3.783058,3.809621,3.835973,3.860161,3.881163,3.9014,3.920427,3.940321,3.961708,3.985639
106,3.638028,3.652425,3.666897,3.6841,3.703502,3.727793,3.754365,3.789085,3.822078,3.845924,3.869003,3.890048,3.909631,3.931302,3.952771,3.976462,4.003032,3.640112,3.653173,3.668296,3.685853,3.70708,3.730774,3.756927,3.782854,3.809417,3.83581,3.860079,3.880958,3.901197,3.920224,3.940199,3.961505,3.985395
108,3.637986,3.652302,3.666734,3.684099,3.703422,3.727712,3.754365,3.789002,3.821997,3.845883,3.869002,3.890049,3.909631,3.931263,3.95277,3.976421,4.003035,3.639953,3.65297,3.668092,3.685648,3.706876,3.730365,3.756641,3.782812,3.809375,3.83577,3.859915,3.880958,3.901154,3.92006,3.94008,3.961299,3.985232
110,3.637987,3.652261,3.666734,3.684099,3.703301,3.72759,3.754283,3.788877,3.821996,3.84572,3.869001,3.890048,3.909634,3.931102,3.95277,3.976255,4.003036,3.639827,3.652767,3.667849,3.685403,3.706464,3.730163,3.756477,3.78265,3.809213,3.835689,3.859872,3.880755,3.900988,3.920021,3.939875,3.961096,3.984987
112,3.637989,3.65226,3.666732,3.683976,3.703301,3.727547,3.754159,3.788832,3.821995,3.84572,3.869001,3.889924,3.90947,3.931102,3.95277,3.976253,4.002834,3.639665,3.652687,3.667686,3.685035,3.70626,3.72996,3.756312,3.782443,3.809007,3.835567,3.859709,3.880756,3.900863,3.919817,3.939671,3.960893,3.984823
114,3.637908,3.652219,3.666569,3.683893,3.703138,3.727465,3.754159,3.78875,3.821873,3.845723,3.868919,3.889841,3.909426,3.931022,3.952568,3.976252,4.002833,3.639503,3.652565,3.6674,3.684832,3.705854,3.729756,3.756108,3.782239,3.808801,3.835566,3.859588,3.880554,3.900781,3.919656,3.939466,3.960893,3.984741
116,3.637785,3.652094,3.666528,3.683852,3.703096,3.727385,3.753957,3.788667,3.821792,3.845723,3.868837,3.889839,3.909425,3.930897,3.952568,3.976211,4.002791,3.639297,3.652361,3.667073,3.684628,3.705648,3.72943,3.755902,3.782118,3.808799,3.835361,3.859505,3.880552,3.90062,3.919454,3.939385,3.96069,3.984577
118,3.637783,3.652094,3.666529,3.68373,3.703095,3.727386,3.753959,3.788667,3.821793,3.845722,3.868838,3.889838,3.909422,3.930897,3.952567,3.976047,4.002833,3.639177,3.652156,3.666989,3.684342,3.705444,3.729143,3.7557,3.782039,3.808596,3.835158,3.859424,3.880347,3.900577,3.919413,3.939263,3.960489,3.984371
120,3.637662,3.652052,3.666529,3.683688,3.702889,3.727304,3.753958,3.788504,3.821793,3.84552,3.868798,3.889835,3.909301,3.930897,3.952526,3.976047,4.002671,3.639094,3.651951,3.666826,3.684138,3.705077,3.72894,3.755413,3.781837,3.808596,3.835158,3.859301,3.880224,3.900372,3.919209,3.939059,3.960284,3.984167
122,3.637744,3.652052,3.666408,3.683686,3.702889,3.727181,3.753755,3.788465,3.82171,3.845521,3.868797,3.889793,3.909303,3.930896,3.952404,3.976047,4.00263,3.638889,3.651952,3.666662,3.683812,3.704834,3.728734,3.75529,3.781635,3.808391,3.834995,3.859299,3.880142,3.900331,3.919044,3.938856,3.960205,3.983963
124,3.637584,3.651971,3.666327,3.683685,3.702889,3.727182,3.753753,3.788465,3.821626,3.845522,3.868797,3.889752,3.90922,3.930814,3.952362,3.976047,4.00263,3.638888,3.651748,3.666461,3.683608,3.704629,3.728488,3.755086,3.781433,3.80835,3.834953,3.859096,3.879939,3.900169,3.919002,3.938857,3.960082,3.983757
126,3.637585,3.651849,3.666328,3.683521,3.702807,3.727103,3.753753,3.788302,3.821588,3.845521,3.868796,3.88963,3.909222,3.930692,3.952363,3.975841,4.00255,3.638683,3.651583,3.666257,3.683402,3.704344,3.728123,3.754882,3.781393,3.808185,3.834871,3.859098,3.879938,3.899963,3.918796,3.938654,3.959875,3.983592
128,3.637585,3.65185,3.666328,3.68348,3.702683,3.72698,3.753591,3.78826,3.821588,3.845521,3.868637,3.889631,3.909222,3.930693,3.952361,3.97584,4.002428,3.638479,3.651541,3.666053,3.683116,3.704059,3.72792,3.754678,3.78123,3.807981,3.834749,3.858893,3.879815,3.899961,3.918796,3.938573,3.959753,3.98347
130,3.637586,3.65185,3.666249,3.68348,3.702682,3.72698,3.753549,3.78826,3.821587,3.845522,3.868595,3.889629,3.909181,3.930693,3.952361,3.975842,4.00243,3.638479,3.651339,3.665973,3.682995,3.703813,3.727714,3.754475,3.781025,3.807982,3.83475,3.85889,3.879733,3.899962,3.918591,3.938408,3.959671,3.983347
132,3.637464,3.65185,3.666168,3.683439,3.70268,3.72698,3.753549,3.788259,3.821465,3.845442,3.868595,3.889629,3.909182,3.930693,3.952157,3.975842,4.002431,3.638275,3.651255,3.665851,3.682791,3.703611,3.727508,3.754271,3.780821,3.807778,3.834547,3.858728,3.879528,3.899761,3.918592,3.938244,3.959468,3.983143
134,3.637382,3.651852,3.666171,3.683318,3.702598,3.726817,3.753425,3.788054,3.821383,3.8454,3.868593,3.889549,3.909019,3.930571,3.952157,3.97572,4.002388,3.638274,3.651134,3.665648,3.682585,3.703203,3.727305,3.754067,3.780659,3.807656,3.834547,3.858687,3.879528,3.899718,3.918389,3.938081,3.959265,3.983062
136,3.637379,3.651732,3.666131,3.683274,3.702474,3.726774,3.753344,3.788054,3.821382,3.84536,3.868593,3.88951,3.909016,3.930572,3.952154,3.975638,4.002268,3.638071,3.651092,3.665527,3.682382,3.703,3.7271,3.753862,3.780617,3.807574,3.834384,3.858686,3.879529,3.899556,3.918387,3.938039,3.959266,3.982939
138,3.637378,3.651651,3.666132,3.683276,3.702472,3.726775,3.753345,3.788054,3.821381,3.845319,3.868595,3.889428,3.909016,3.93053,3.952154,3.975636,4.002224,3.637948,3.650927,3.665444,3.682175,3.702796,3.726897,3.75374,3.780416,3.807493,3.834344,3.858483,3.879329,3.899517,3.918225,3.937998,3.959063,3.982777
140,3.637377,3.65165,3.666012,3.683194,3.702471,3.726775,3.753345,3.788015,3.82138,3.845319,3.868595,3.889427,3.909015,3.930486,3.952032,3.975636,4.002222,3.637866,3.650722,3.665238,3.681971,3.702595,3.726609,3.753495,3.780374,3.807369,3.834221,3.858483,3.879328,3.899396,3.918184,3.937837,3.9589,3.982737
142,3.637335,3.651651,3.665931,3.683112,3.702348,3.726655,3.753141,3.787937,3.821382,3.845318,3.868555,3.889427,3.909012,3.930485,3.952032,3.975638,4.00222,3.637663,3.650681,3.665116,3.681809,3.702351,3.726282,3.753454,3.780214,3.807248,3.834139,3.858358,3.879248,3.899356,3.917981,3.937716,3.958858,3.982531
144,3.637335,3.651651,3.665931,3.683072,3.702308,3.726575,3.753141,3.787856,3.821381,3.845317,3.868393,3.889426,3.908812,3.930484,3.951948,3.975433,4.002098,3.637662,3.650517,3.665035,3.681726,3.702187,3.726078,3.75325,3.78001,3.807167,3.834056,3.858275,3.879125,3.899232,3.91798,3.937634,3.958655,3.982408
