0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.155892,1.146603,1.179142,1.178239,1.091018,1.096165,1.09148,1.174987,1.161136,1.082089,1.14678,1.138051,1.041839,1.102536,1.114332,1.136256,1.148252,1.192197,1.107569,1.086609,1.173308,1.220349,1.276993,1.234104,1.200919,1.179252,1.055159,1.1404,1.173451,1.167868,1.146441,1.150256,1.145677,1.152423,1.141095,1.145843,1.149887,1.151312,1.154441,1.14545,1.143379,1.143888,1.149901,1.147438,1.142558,1.143187,1.144433,1.141365,1.147783,1.140681,1.143123,1.142212,1.144199,1.143101,1.152064,1.142473,1.144479,1.149856,1.152983,1.146371,1.148223,1.145558,1.142038,1.142993,1.141989,1.14787,1.182562,1.144539,1.136383,1.141341,1.13535,1.144201,1.138935,1.184511,1.184511,1.145685,1.144789,1.184511,1.142784,1.146949,1.143594
0.107843,0.107326,0.106957,0.104943,0.110898,0.110986,0.110905,0.104517,0.106989,0.11215,0.108149,0.108352,0.112174,0.110582,0.111019,0.108883,0.107628,0.104195,0.110535,0.11069,0.105734,0.100817,0.095418,0.099646,0.103219,0.105689,0.113952,0.107132,0.105815,0.106807,0.10786,0.107262,0.107863,0.108045,0.107243,0.107899,0.108041,0.108016,0.108064,0.107336,0.107802,0.108129,0.10764,0.107895,0.107977,0.107233,0.107143,0.107811,0.107404,0.107986,0.107209,0.107437,0.108718,0.108663,0.10828,0.108625,0.108458,0.107977,0.107109,0.107077,0.10793,0.108105,0.107259,0.108147,0.107307,0.107628,0.109776,0.107229,0.106583,0.108041,0.107123,0.10743,0.107778,0.109635,0.109635,0.107607,0.108123,0.109635,0.106696,0.107386,0.107831
0.098272,0.09985501,0.096642,0.097336,0.103641,0.105396,0.105431,0.09499,0.096728,0.105918,0.098777,0.099782,0.107921,0.104404,0.102328,0.100157,0.09972899,0.095747,0.104395,0.105343,0.09706099,0.092349,0.08652201,0.090824,0.094663,0.095291,0.107259,0.09986,0.097109,0.09761,0.099275,0.098819,0.099389,0.099408,0.09982,0.099499,0.098848,0.09914,0.099636,0.100253,0.099291,0.099569,0.09993599,0.100195,0.099101,0.100117,0.099691,0.099387,0.100225,0.099232,0.099956,0.100038,0.099511,0.099549,0.098723,0.09956,0.099694,0.099475,0.100522,0.100209,0.099584,0.099491,0.100302,0.099771,0.0995,0.099403,0.100321,0.100196,0.100098,0.099603,0.100487,0.100896,0.100759,0.100395,0.100395,0.099849,0.100467,0.100395,0.100338,0.100716,0.10001
0.102973,0.104463,0.10144,0.099917,0.110684,0.110578,0.110176,0.100084,0.101526,0.112111,0.103215,0.104424,0.114784,0.10941,0.108643,0.105072,0.104313,0.099538,0.108921,0.1098,0.100916,0.094396,0.08972,0.09288,0.097634,0.100415,0.114385,0.105217,0.101081,0.102146,0.103849,0.104559,0.103954,0.103772,0.104371,0.104064,0.103724,0.103938,0.103807,0.103928,0.104516,0.104692,0.104087,0.104672,0.104419,0.104332,0.104046,0.104938,0.104269,0.104628,0.104224,0.104282,0.10426,0.104517,0.103964,0.104474,0.105313,0.103524,0.103667,0.103344,0.103789,0.103983,0.103652,0.10401,0.104191,0.103943,0.10476,0.10422,0.10387,0.104298,0.104459,0.104615,0.104502,0.104886,0.104886,0.104059,0.104302,0.104886,0.104543,0.104542,0.104784
0.09994899,0.100506,0.097799,0.09807499,0.106625,0.10734,0.10741,0.096676,0.09877,0.108246,0.100123,0.10055,0.112738,0.10508,0.104311,0.101401,0.100365,0.096944,0.105265,0.107297,0.098233,0.093389,0.089264,0.091927,0.095587,0.097236,0.110871,0.101133,0.098261,0.099127,0.100408,0.100301,0.100138,0.1002,0.100501,0.100428,0.099942,0.100219,0.100204,0.100414,0.10072,0.101012,0.100135,0.100788,0.100481,0.100759,0.100366,0.100014,0.100555,0.100185,0.10051,0.100637,0.100785,0.100803,0.100289,0.100921,0.100078,0.100316,0.100342,0.100505,0.100449,0.100726,0.100638,0.100705,0.100783,0.100813,0.101138,0.10074,0.100861,0.100949,0.100939,0.101261,0.100676,0.101337,0.101337,0.100865,0.10107,0.101337,0.100911,0.10076,0.101561
0.106774,0.106806,0.105003,0.104851,0.112138,0.112031,0.112504,0.103297,0.105347,0.113763,0.106919,0.106403,0.117657,0.111068,0.109945,0.107152,0.106821,0.103685,0.110403,0.112197,0.104557,0.100205,0.09709,0.099544,0.102033,0.103978,0.115629,0.106767,0.105475,0.105155,0.10681,0.106164,0.106622,0.10649,0.106611,0.10681,0.1065,0.106689,0.106081,0.106373,0.106816,0.106554,0.106338,0.106432,0.106718,0.10648,0.106151,0.106999,0.106315,0.10683,0.106455,0.106227,0.106632,0.106855,0.106292,0.106734,0.107121,0.106577,0.106165,0.105906,0.106248,0.106282,0.106175,0.106499,0.106524,0.106928,0.107298,0.106583,0.106471,0.106802,0.106793,0.106696,0.107224,0.10721,0.10721,0.10629,0.106665,0.10721,0.10673,0.107186,0.107131
0.101101,0.102038,0.10106,0.100704,0.105878,0.106689,0.106326,0.099544,0.099489,0.106545,0.101042,0.102358,0.1095,0.104632,0.103937,0.102933,0.101163,0.100171,0.104653,0.106286,0.100041,0.096588,0.094304,0.096234,0.096948,0.098986,0.107881,0.101935,0.10111,0.102277,0.101764,0.102158,0.101883,0.102689,0.101206,0.101837,0.102188,0.102562,0.102388,0.102319,0.10106,0.101693,0.102439,0.101284,0.10192,0.102149,0.101611,0.102031,0.103068,0.101405,0.101696,0.101628,0.101567,0.101134,0.103103,0.10111,0.101201,0.102071,0.102048,0.100846,0.100459,0.100673,0.100579,0.101084,0.100871,0.101678,0.102222,0.100905,0.10142,0.101221,0.101454,0.101339,0.101459,0.101415,0.101415,0.101084,0.100822,0.101415,0.101252,0.101061,0.101712
0.108358,0.108741,0.106942,0.106013,0.111196,0.110748,0.110769,0.108396,0.106664,0.109729,0.106904,0.10735,0.113923,0.109246,0.108773,0.108212,0.107069,0.105674,0.108658,0.111492,0.106604,0.108371,0.108877,0.108922,0.108094,0.107172,0.111182,0.109271,0.106798,0.106847,0.108244,0.108011,0.107639,0.107749,0.109431,0.10753,0.107861,0.107871,0.107977,0.107311,0.108954,0.108853,0.107504,0.108901,0.108521,0.109251,0.108893,0.108871,0.107676,0.10875,0.108881,0.109133,0.107299,0.107725,0.107692,0.107498,0.107413,0.10754,0.10809,0.109294,0.108829,0.109068,0.109539,0.107889,0.109591,0.107069,0.107225,0.109004,0.109154,0.108941,0.10949,0.109228,0.108206,0.108445,0.108445,0.108842,0.109023,0.108445,0.109102,0.108781,0.108415
0.110001,0.109358,0.107657,0.109673,0.10472,0.102227,0.104304,0.112353,0.111914,0.104882,0.109588,0.108687,0.103428,0.106018,0.106922,0.108678,0.109961,0.11014,0.10615,0.104574,0.110862,0.11594,0.120476,0.117482,0.114637,0.112596,0.105422,0.110039,0.108966,0.106584,0.107417,0.106834,0.107789,0.10476,0.109562,0.107919,0.105902,0.104682,0.106578,0.107924,0.109275,0.108882,0.107354,0.109193,0.108954,0.108896,0.108129,0.109362,0.106252,0.109309,0.108438,0.109221,0.109078,0.10999,0.105145,0.109962,0.11016,0.107452,0.107371,0.109367,0.110988,0.110025,0.110146,0.110378,0.109941,0.1079,0.105771,0.10948,0.110754,0.109772,0.110982,0.109471,0.109649,0.107788,0.107788,0.110737,0.108984,0.107788,0.109472,0.110186,0.109849
