0,3.659003,3.674014,3.689004,3.707002,3.727035,3.752036,3.77902,3.812009,3.843019,3.866031,3.889038,3.910017,3.930011,3.952009,3.974038,3.998,4.025023,3.739028,3.754011,3.770017,3.787002,3.806002,3.82703,3.851032,3.87504,3.90002,3.926017,3.951004,3.974005,3.997006,4.019007,4.04202,4.066001,4.092
2,3.646063,3.660995,3.675941,3.693818,3.713769,3.738565,3.765795,3.798705,3.829837,3.85309,3.876141,3.897077,3.916991,3.938908,3.961019,3.984776,4.011798,3.675199,3.689114,3.705366,3.722965,3.742211,3.763281,3.787528,3.811659,3.836763,3.862754,3.887537,3.910295,3.933009,3.954519,3.977,4.000489,4.026164
4,3.645652,3.660379,3.675326,3.693163,3.713071,3.737951,3.765058,3.797967,3.829223,3.852514,3.875607,3.896502,3.916418,3.938334,3.960484,3.984201,4.011185,3.672088,3.686083,3.702418,3.720139,3.739552,3.760702,3.785034,3.809163,3.834304,3.860297,3.88504,3.907593,3.930143,3.95157,3.973765,3.99709,4.022727
6,3.64524,3.659968,3.674834,3.692548,3.71258,3.737336,3.764402,3.797352,3.82869,3.852062,3.875197,3.896133,3.915966,3.937924,3.960074,3.98375,4.010776,3.669999,3.683912,3.70037,3.717968,3.737588,3.758862,3.78307,3.807279,3.832583,3.858537,3.883242,3.90567,3.928014,3.949442,3.971514,3.994756,4.020186
8,3.644828,3.659556,3.674507,3.69214,3.71213,3.736927,3.76395,3.796943,3.828323,3.851652,3.874786,3.895724,3.91576,3.937476,3.959786,3.983422,4.010365,3.668239,3.682111,3.698405,3.716249,3.735992,3.757225,3.781472,3.805805,3.831151,3.857148,3.881727,3.904153,3.926377,3.947641,3.969714,3.992751,4.018139
10,3.64454,3.659145,3.674097,3.691895,3.711761,3.736517,3.763542,3.796532,3.82808,3.851447,3.874579,3.895435,3.915349,3.93727,3.959376,3.983135,4.009956,3.666722,3.680553,3.696929,3.714774,3.734438,3.755874,3.780284,3.804538,3.829883,3.855837,3.880498,3.902842,3.924945,3.94625,3.968079,3.991112,4.016377
12,3.644335,3.658941,3.673769,3.691487,3.711354,3.736107,3.763136,3.796123,3.827672,3.85124,3.874371,3.895229,3.914981,3.937064,3.959172,3.982805,4.009753,3.665413,3.679038,3.695537,3.713421,3.733292,3.754563,3.779136,3.803391,3.828736,3.854856,3.87943,3.901614,3.923758,3.944816,3.966607,3.989594,4.014859
14,3.644007,3.658736,3.67348,3.691241,3.710986,3.735738,3.762931,3.795796,3.827466,3.851033,3.874044,3.894861,3.914937,3.93686,3.958843,3.982518,4.009385,3.664226,3.67781,3.694142,3.712112,3.731981,3.753542,3.777909,3.802364,3.827757,3.853874,3.878445,3.900672,3.922692,3.943628,3.965459,3.988242,4.013424
16,3.643802,3.65845,3.673274,3.690873,3.710738,3.735493,3.762521,3.795508,3.8271,3.850622,3.873798,3.894617,3.914609,3.936573,3.958678,3.98231,4.009141,3.66304,3.676705,3.692915,3.710965,3.730955,3.752518,3.776967,3.801424,3.826854,3.852894,3.877585,3.89973,3.921587,3.942564,3.964231,3.986932,4.012154
18,3.643475,3.65812,3.67303,3.690667,3.710534,3.735085,3.762317,3.79514,3.826854,3.850458,3.873635,3.894454,3.914323,3.936284,3.958352,3.982103,4.008936,3.662138,3.675516,3.691727,3.709859,3.729933,3.751493,3.776067,3.800442,3.826035,3.852033,3.876807,3.898746,3.920647,3.941541,3.963206,3.985909,4.010925
20,3.643393,3.657917,3.672703,3.690462,3.710123,3.734882,3.76191,3.794893,3.826651,3.850212,3.873348,3.894415,3.914158,3.936244,3.958147,3.981898,4.008731,3.661114,3.674491,3.690661,3.708836,3.728951,3.750591,3.775207,3.799747,3.825215,3.851421,3.875944,3.897968,3.919869,3.940519,3.962263,3.984803,4.009697
22,3.643188,3.657711,3.6725,3.690216,3.709917,3.734676,3.761706,3.794689,3.826448,3.850007,3.873224,3.894211,3.914035,3.93604,3.957941,3.981691,4.008528,3.660295,3.673631,3.689719,3.707811,3.72809,3.749729,3.77439,3.798886,3.82456,3.850603,3.875208,3.897312,3.919007,3.939699,3.961198,3.983697,4.008713
24,3.642983,3.657549,3.672255,3.689931,3.709711,3.734308,3.76142,3.794483,3.826241,3.849802,3.873019,3.894004,3.913912,3.935834,3.957731,3.981486,4.008322,3.659476,3.672647,3.688614,3.70687,3.727109,3.748952,3.773614,3.798189,3.823742,3.84999,3.874554,3.896616,3.918188,3.938962,3.960378,3.982836,4.007856
